pool,poolSym,liquidity,tick0,tickSpacing,token0,token1,fee,L_percent_change
0X25dc8296b8e2ea458cd7c389c9210eb2ec976127,ERCO_WETH,0,-38929,200,0x755C0C26F23Dfa08bF8359300308f1c7306e0ef4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X1e6e2d5d7de3ca5d7077ea0307ef107c540920b9,FURNACE_WETH,0,-37246,200,0xb14d8F2dE06DB705c1B84975Db6f463Ba7e66BdD,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xaf1bfa1bc5e1f8b0ac9cc89c93778cb62c8bd372,WETH_FURNACE,0,37890,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC856faeEd93073BbC10096Ad6518fb783734E087,10000,NA
0X6d3a947b9b0dbb9526f8b51d3facd522f9718143,FURNACE_WETH,0,-18368,200,0x0420d9EA1bae444De85D6951bF0A197646339dc2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xa6846cc12fe4fedd2aeb9aa98914dfe26733cc68,POTATOPETS_WETH,0,-38132,200,0x6D9C41D12Cac7bc748145CdC74541b7517a889b3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X63b5742122ae682f4991b13cb9677f52b05de75b,WETH_PIXIE,1114450057194205771809,45999,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xFfDD3150a12E563ec999f924907501d4dF5EEbb1,10000,NA
0X61aec308fff590de7878a001759aec8b1e4b26ce,PIXIE_WETH,0,-11665,200,0x66540D75c5657af5B6A250024cf40c7E532D39b0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X2583b15f9efc5af1a4b86db516b4772a51776f70,FUNG_WETH,0,0,60,0x0e4e7F2AecF408AFF4f82f067677050239bdC58A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0Xb7d4b4a87f63f60b5a406d9daa6bd582b61e4149,PEPE404_WETH,0,-17550,200,0x564b584B15b692E8B9A142CE44E521B8D9157955,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xb4739153c0c398ef645b05f9092a3bb75637a5d9,DAVINCI_WETH,0,-51833,200,0x627F563a8F7eD02DBD9bb02Ea1e4C07979C994bb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xf72cd82b4f1b58cb2d213f40f23632a55d8ca9ed,GOD_WETH,0,-63021,200,0x82F4960971B2Cc02268bA485C19211eB0Fa64C99,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X602c70f43c7436975aec3113b316e7912d5ee2e3,WETH_ZERO,0,0,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xedB357b55BC2DA1882B629EaDD3DF06202092d69,10000,NA
0Xae2abb1c91142420f31f112d3facec382804c6b8,BCUT_WETH,11115510476298917,-99200,200,0xBEF26Bd568e421D6708CCA55Ad6e35f8bfA0C406,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X671b8e61c5588f6ec78b9cd75511614945bb2968,TRUF_WETH,33597766677732006777,-140509,200,0x38C2a4a7330b22788374B8Ff70BBa513C8D848cA,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X6bc2b47e74c407c95b92142ab8f10dd5a5d36294,BEASTS_WETH,134304343308027067111,-77088,200,0x765A303cF7F59631481adc6389eaf7b5BCDb6DfE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X24634136e4d7466ece3a6d62d1f6598bcdfabc54,SMART_WETH,0,-887272,1,0x97f85616fe30618fA2f44d0E6B2FFfD31932A3BE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,100,NA
0X45fb244706f7acb0d20a2b341470bd0d0aca5ce9,WHO_USDT,0,-70373,60,0xa8697C6edeBf4584E4611CE6ab2B34a0B295433A,0xdAC17F958D2ee523a2206206994597C13D831ec7,3000,NA
0X72b236b8eb61b15833e514750b65b94a73d74a01,GORA_WETH,1628959548044030238387,-109518,200,0x3b9b5AD79cbb7649143DEcD5afc749a75F8e6C7F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xf1b8ec1355b7bf3cc77f7b5c99deb5469a273326,AIR_USDT,0,46028,60,0xa02dC3596f1b0EcFA59D27e2F9A543eE6Ac45330,0xdAC17F958D2ee523a2206206994597C13D831ec7,3000,NA
0Xe23ed319554698cae826b4fb10f4628c419e2d19,BOBO_WETH,0,-144205,10,0x0A236b2d86D8E4e720E58906B9664aE21099bc65,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,500,NA
0X8dced91df9350901f75dbadacc237dbe9ae175da,AIR_USDT,1116096150,-45875,200,0xa02dC3596f1b0EcFA59D27e2F9A543eE6Ac45330,0xdAC17F958D2ee523a2206206994597C13D831ec7,10000,NA
0X21edad4d801974a824404e4ed4b3bd95ab876b34,WETH_BUBBLE,31162038952752183803350,136891,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe9689028eDE16c2FDFE3D11855D28f8E3fC452a3,10000,NA
0X4459f9f7b80a5c2d96c3481d0d82821f54699abf,plETH @ 5000_WETH,92196729851445325,-2488,60,0x7E78C8140bC0958F7Ac3e1AFBA3F6E94754d802c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X20133a105fc24e5ade88ff7ea9703d7f191c9ddb,plETH @ 5000_WETH,92196729851445325,-3342,60,0x3aF785B7B36eDf87Aa89445286B33b35d6f429f1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X823df5894056b7b81de94b56c765f2d023364b64,plETH @ 3800_WETH,92196729851445325,-11207,60,0xa7D0647889de293AB5Dd3a8718B3ea65651305a0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X34e52bcb4f6a3b249ff990d613c980c1da97b2f2,NFTFI_WETH,17242650390605364836290,-136349,200,0x09D6F0F5A21f5BE4f59e209747E2d07F50BC694C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X2818ea851dcfaeeb4633fc8aae08b7063d32e4f5,GURU_WETH,72298350192486800621883,-120848,200,0x525574C899A7c877a11865339e57376092168258,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X0cc02ee0114de1845d3941f8bac7bcfee9805f9b,ToT_WETH,5050416653056496616,3,200,0x46F55C8e6ED861ffAF1F229e8d5be186335dCa1C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xf66fbd7596f9849a3757f0add3f09c53a399ebb2,Bank_WETH,0,-103541,60,0xB3E8FcdE886C1FFeE2C66DB9d3A438641787fCe1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X793ff42cb794777e1966e16c2f340d72b918ea5f,PIN_WETH,0,0,200,0x389C7880Cd42069a59A0150e435879FCFac675e5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xf4e43a4a17d2820c7cf724e46844943931a47894,KOIN_USDC,13671400342170,-122814,200,0x7b0DF1Cd724Ec34eC9Bc4Bd19749b01AfB490761,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,10000,NA
0X847fe2be91776476abe94be0d2c23dbb6d29840f,SunDoge_WETH,0,0,60,0xAD201eB27615C18dc358FDC64d96Eb3208824E01,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X19a43e2b7454e341ff0d1312acefe900a73f1dc3,F16_WETH,0,0,10,0xA8a6e96c0119b1501c2594B988C2B78e048cE271,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,500,NA
0Xe458f82f430328073ce48605515793dc060fa7a7,KOKO_WETH,0,0,60,0x6BF3BCD3666D3BD0D67E54fd436647b03c60269c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X09776cc0b3f3808004f6cc237d850e0de10e7d95,WETH_Orange,0,0,10,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xef00a1910642520c2F8e23d3C0A910933ca7f358,500,NA
